6.8,6.9
7,6.7
6.9,6.1
6.7,5.9
6.2,6.2
6.3,6.1
7.6,6.9
5.9,6.6
6.2,6.2
6.2,6.2
7.5,6.1
6.2,7
7.2,
6.3,
